popularity,release_date,revenue,runtime,title
82.185281,2014-11-26,107670357,108.0,Horrible Bosses 2
82.121691,2012-12-25,425368238,165.0,Django Unchained
82.05205600000001,2015-04-16,65663276,112.0,The Age of Adaline
81.91469599999999,2010-02-18,294804195,138.0,Shutter Island
81.834855,2013-06-20,531865000,116.0,World War Z
81.829237,2003-09-19,95708457,121.0,Underworld
81.781591,2009-05-20,413106170,105.0,Night at the Museum: Battle of the Smithsonian
81.49962099999999,2011-11-22,334615000,129.0,Sherlock Holmes: A Game of Shadows
81.487685,1992-11-19,358991681,120.0,Home Alone 2: Lost in New York
80.972475,1989-05-24,474171806,127.0,Indiana Jones and the Last Crusade
80.879032,2008-02-18,226830568,93.0,Taken
80.87860500000001,1999-09-15,356296601,122.0,American Beauty
80.581367,2006-12-14,307077295,117.0,The Pursuit of Happyness
80.316463,2014-03-14,288747895,139.0,Divergent
80.171283,1937-12-20,184925486,83.0,Snow White and the Seven Dwarfs
79.92205899999999,2014-09-24,192330738,132.0,The Equalizer
79.75496600000001,2003-10-10,180949000,111.0,Kill Bill: Vol. 1
79.679601,2004-05-31,789804554,141.0,Harry Potter and the Prisoner of Azkaban
79.579532,1995-09-22,327311859,127.0,Se7en
79.456485,2014-05-27,370541256,113.0,Edge of Tomorrow
78.699993,1980-05-22,44017374,144.0,The Shining
78.530105,2010-03-03,1025491110,108.0,Alice in Wonderland
78.51783,1980-05-17,538400000,124.0,The Empire Strikes Back
78.29101800000001,2013-05-05,467365246,132.0,Star Trek Into Darkness
78.14439499999999,2007-06-28,938212738,138.0,Harry Potter and the Order of the Phoenix
77.817571,2004-11-05,631442092,115.0,The Incredibles
77.77476999999999,2011-12-07,694713380,133.0,Mission: Impossible - Ghost Protocol
77.68208,2013-04-18,1215439994,130.0,Iron Man 3
77.58066099999999,2010-08-03,274470394,103.0,The Expendables
77.30019399999999,2010-04-28,623933331,124.0,Iron Man 2
77.178973,2012-05-30,396600000,127.0,Snow White and the Huntsman
76.842247,2014-07-23,243400000,99.0,Hercules
76.840712,2004-12-09,362744280,125.0,Ocean's Twelve
76.60323299999999,1985-07-03,381109762,116.0,Back to the Future
76.310119,2013-11-15,847423452,146.0,The Hunger Games: Catching Fire
76.04186700000001,1998-07-24,481840909,169.0,Saving Private Ryan
75.674458,2008-05-21,786636033,122.0,Indiana Jones and the Kingdom of the Crystal Skull
75.290998,1996-05-22,457696359,110.0,Mission: Impossible
74.81764100000001,2013-08-16,87100449,123.0,About Time
74.64653,2015-03-11,71561644,114.0,Run All Night
74.50624599999999,2011-07-22,370569774,124.0,Captain America: The First Avenger
74.440708,2006-10-19,109676311,130.0,The Prestige
74.417456,2014-02-26,174600318,99.0,The Grand Budapest Hotel
74.358971,2014-05-16,307166834,125.0,The Fault in Our Stars
74.23479300000001,1984-10-26,78371200,108.0,The Terminator
74.16801600000001,2014-12-25,12342632,112.0,The Interview
73.987775,2012-04-12,66486080,95.0,The Cabin in the Woods
73.94404899999999,2002-12-25,352114312,141.0,Catch Me If You Can
73.872343,2012-10-26,130482868,172.0,Cloud Atlas
73.82289,2008-06-19,258270008,110.0,Wanted
73.79505,2010-12-10,400062763,125.0,TRON: Legacy
73.720244,2001-04-25,173921954,122.0,Amélie
73.640445,1995-10-30,373554033,81.0,Toy Story
73.61680799999999,2009-05-06,385680446,127.0,Star Trek
73.575118,1999-10-30,497366869,92.0,Toy Story 2
73.56723199999999,1998-10-30,23875127,119.0,American History X
73.313918,2003-11-05,424988211,129.0,The Matrix Revolutions
73.307513,2004-01-22,96060858,113.0,The Butterfly Effect
73.085576,1999-08-06,672806292,107.0,The Sixth Sense
72.774941,2015-07-17,140795793,125.0,Trainwreck
72.641296,2014-07-17,126069509,97.0,Sex Tape
72.595961,2009-08-18,319131050,153.0,Inglourious Basterds
72.22526500000001,2014-03-20,714766572,136.0,Captain America: The Winter Soldier
72.19808,1976-11-21,117235147,119.0,Rocky
71.862892,2009-05-20,371353001,115.0,Terminator Salvation
71.51059599999999,2014-03-05,337580051,102.0,300: Rise of an Empire
71.496894,2015-05-07,287506194,115.0,Pitch Perfect 2
71.124686,2013-05-29,117698894,115.0,Now You See Me
70.867401,2007-12-14,585349010,101.0,I Am Legend
70.78591,2003-05-15,738599701,138.0,The Matrix Reloaded
70.66892299999999,2014-08-13,136621271,104.0,Let's Be Cops
70.456012,2004-12-15,216763646,132.0,Million Dollar Baby
70.398356,1997-09-07,12532777,106.0,Gattaca
70.105981,1983-12-08,65884703,170.0,Scarface
69.457898,2009-06-29,886686817,94.0,Ice Age: Dawn of the Dinosaurs
69.405188,2003-07-02,435000000,109.0,Terminator 3: Rise of the Machines
69.27821999999999,2010-09-30,224920315,120.0,The Social Network
68.889395,2012-05-30,403170142,124.0,Prometheus
68.87691,2012-06-29,549368315,106.0,Ted
68.794673,2016-05-13,320170008,134.0,The Conjuring 2
68.757242,2010-10-28,321887208,95.0,Megamind
68.734513,2015-06-25,217022588,115.0,Ted 2
68.717016,2015-12-25,155760117,167.0,The Hateful Eight
68.550698,2012-03-12,691210692,142.0,The Hunger Games
68.159596,1981-06-12,389925971,115.0,Raiders of the Lost Ark
68.140214,1995-06-30,355237933,140.0,Apollo 13
67.767785,2014-11-12,169837010,110.0,Dumb and Dumber To
67.698004,2013-04-10,286168572,124.0,Oblivion
67.66094,1986-07-18,183316455,137.0,Aliens
67.608041,1978-07-07,181813770,110.0,Grease
67.447636,2009-05-13,356613439,138.0,Angels & Demons
67.427755,1998-06-18,304320254,88.0,Mulan
67.417542,1939-08-15,33754967,102.0,The Wizard of Oz
67.391328,2005-12-07,748806957,143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
67.33766999999999,2013-08-07,286140700,109.0,Elysium
67.298732,2001-05-16,484409218,90.0,Shrek
67.263269,2010-03-05,494878759,98.0,How to Train Your Dragon
67.16958699999999,2002-03-22,155010032,117.0,Blade II
66.976776,1984-05-23,333000000,118.0,Indiana Jones and the Temple of Doom
66.925866,1992-09-02,14661007,99.0,Reservoir Dogs
66.803149,2004-05-13,497409852,163.0,Troy
66.757869,2014-01-30,242688965,102.0,RoboCop
66.390712,2008-06-22,521311860,98.0,WALL·E
66.242737,2016-07-11,140752617,83.0,Sausage Party
66.21806,2016-07-14,229147509,116.0,Ghostbusters
66.169628,1988-07-15,140767956,131.0,Die Hard
66.11334000000001,2015-10-16,35401758,117.0,Room
66.097437,2015-07-10,30523226,116.0,Self/less
66.003433,2005-04-01,158733820,124.0,Sin City
65.948959,2002-06-20,358372926,145.0,Minority Report
65.90160999999999,2014-12-25,212902372,125.0,Into the Woods
65.677399,2007-06-22,623722818,111.0,Ratatouille
65.40259499999999,2013-02-06,304654182,98.0,A Good Day to Die Hard
65.364452,2015-06-15,91709827,123.0,Southpaw
65.352913,2016-07-07,343471816,122.0,Star Trek Beyond
65.22986800000001,2012-06-26,877244782,88.0,Ice Age: Continental Drift
65.197968,2006-12-09,422610419,117.0,300
64.928382,2012-04-11,303025485,131.0,Battleship
64.798873,2009-03-05,185258983,163.0,Watchmen
64.782984,1975-03-13,5028948,91.0,Monty Python and the Holy Grail
64.610671,2015-06-18,85512300,109.0,Paper Towns
64.504747,2012-02-01,145000000,84.0,Chronicle
64.45794699999999,2014-10-01,215529201,92.0,Dracula Untold
64.238688,2013-08-01,86758912,126.0,Snowpiercer
64.18332099999999,2013-03-20,585178928,98.0,The Croods
64.181668,1996-01-19,25836616,108.0,From Dusk Till Dawn
64.02503100000001,1995-07-19,23341568,106.0,The Usual Suspects
63.848541000000004,2013-10-16,82394288,100.0,Carrie
63.655972999999996,2004-10-01,103911669,103.0,Saw
63.65424399999999,1990-09-12,46836394,145.0,GoodFellas
63.628459,2014-12-12,114178613,102.0,Seventh Son
63.599973,2012-09-08,205738714,122.0,Silver Linings Playbook
63.513324,1996-02-23,16491080,93.0,Trainspotting
63.473086,2015-03-18,368871007,94.0,Home
63.429157,2006-10-05,289847354,151.0,The Departed
63.148529,2016-05-25,433677183,123.0,Warcraft
63.13678,2009-08-05,210819611,112.0,District 9
63.079003,2006-05-03,397850012,126.0,Mission: Impossible III
63.071045999999996,1982-10-22,125212904,93.0,First Blood
62.933899,2016-07-27,83707310,96.0,Nerve
62.925175,1997-09-12,109423648,129.0,The Game
62.898336,2008-06-12,163712074,114.0,The Incredible Hulk
62.766854,2003-05-30,176070171,110.0,The Italian Job
62.714026000000004,2012-03-12,201585328,109.0,21 Jump Street
62.641286,2016-07-27,415484914,123.0,Jason Bourne
62.554173,2013-01-24,31724284,94.0,Spring Breakers
62.479574,2009-12-08,267045765,97.0,The Princess and the Frog
62.341073,2012-11-01,471222889,108.0,Wreck-It Ralph
62.169881000000004,2010-05-19,335154643,116.0,Prince of Persia: The Sands of Time
62.01056,2012-10-11,232324128,120.0,Argo
61.849520999999996,2016-03-02,205754447,99.0,London Has Fallen
61.788035,2012-11-21,306941670,97.0,Rise of the Guardians
61.762330000000006,2015-08-13,201634991,147.0,Straight Outta Compton
61.692197,2015-09-21,473226958,89.0,Hotel Transylvania 2
61.437585999999996,2004-02-13,196482882,99.0,50 First Dates
61.309619,2014-09-18,53181600,113.0,A Walk Among the Tombstones
61.245957,1999-08-06,23159305,86.0,The Iron Giant
61.226009999999995,2005-12-14,550000000,187.0,King Kong
61.210016,2001-01-18,1270522,113.0,Donnie Darko
61.196070999999996,2013-05-10,351040419,143.0,The Great Gatsby
61.182331000000005,2014-11-26,123726688,123.0,The Theory of Everything
61.121717000000004,2010-02-01,226497209,118.0,Percy Jackson & the Olympians: The Lightning Thief
61.025639,2014-08-04,206172544,127.0,The Expendables 3
60.929352,2001-12-07,450717150,116.0,Ocean's Eleven
60.829620999999996,2016-06-24,119100758,86.0,The Shallows
60.810722999999996,2007-06-13,289047763,92.0,Fantastic 4: Rise of the Silver Surfer
60.767168000000005,1999-07-09,235483004,95.0,American Pie
60.732738,1997-07-12,159375308,134.0,Princess Mononoke
60.722162,1995-05-24,210000000,177.0,Braveheart
60.715151,2000-10-11,39723096,113.0,Memento
60.467983999999994,2016-04-06,164602163,114.0,The Huntsman: Winter's War
60.442593,1996-06-25,816969268,145.0,Independence Day
60.269279000000004,2008-11-24,333932083,166.0,The Curious Case of Benjamin Button
60.246978000000006,2015-09-10,203427584,121.0,Everest
60.231381999999996,2011-10-27,173930596,109.0,In Time
60.225218999999996,2014-10-02,255273813,99.0,Annabelle
60.034162,2008-07-01,401128639,112.0,The Mummy: Tomb of the Dragon Emperor
59.99541800000001,2010-06-16,1066969703,103.0,Toy Story 3
59.961523,1964-08-27,102272727,139.0,Mary Poppins
59.824565,1995-11-16,352194034,130.0,GoldenEye
59.634029000000005,2015-02-25,153962963,105.0,Focus
59.547928000000006,2014-02-06,469160692,100.0,The Lego Movie
59.454473,2013-09-07,55198285,117.0,Dallas Buyers Club
59.428222999999996,2013-03-20,161025640,120.0,Olympus Has Fallen
59.325589,2013-03-26,371876278,110.0,G.I. Joe: Retaliation
59.259204000000004,1957-03-25,1000000,96.0,12 Angry Men
59.25896899999999,2008-05-12,377910544,120.0,Slumdog Millionaire
59.248437,2001-12-11,313542341,135.0,A Beautiful Mind
59.19888,2011-03-30,147332697,93.0,Source Code
59.194915,1990-12-24,136766062,162.0,The Godfather: Part III
59.113174,1992-06-19,280000000,126.0,Batman Returns
58.991388,2014-04-16,103039258,119.0,Transcendence
58.900647,1986-05-16,356830601,110.0,Top Gun
58.849256000000004,2004-11-19,347451894,131.0,National Treasure
58.845025,1976-02-07,28262574,114.0,Taxi Driver
58.782359,1997-11-06,121214377,129.0,Starship Troopers
58.594852,2010-09-13,97009150,103.0,Insidious
58.57976,2008-07-11,160388063,120.0,Hellboy II: The Golden Army
58.553213,1988-02-29,73326666,92.0,Beetlejuice
58.485967,1998-07-01,553799566,151.0,Armageddon
58.40120400000001,2012-01-19,160112671,88.0,Underworld: Awakening
58.040149,2011-05-25,254455986,102.0,The Hangover Part II
57.925623,2006-06-28,391081192,154.0,Superman Returns
57.889964,2016-01-14,109906372,112.0,The 5th Wave
57.84156,2013-11-08,76586316,131.0,The Book Thief
57.834787,2009-12-23,524028679,128.0,Sherlock Holmes
57.773582999999995,2015-11-25,173567581,133.0,Creed
57.753914,2004-06-17,219417255,128.0,The Terminal
57.739713,2000-12-22,429632142,143.0,Cast Away
57.69846999999999,1990-07-02,240031094,124.0,Die Hard 2
57.67393199999999,2012-09-07,41037742,95.0,Dredd
57.518471999999996,2015-12-11,133346506,130.0,The Big Short
57.374341,2001-03-09,179213434,127.0,Moulin Rouge!
57.300674,2009-10-07,102391382,88.0,Zombieland
57.110486,1998-07-15,369884651,119.0,There's Something About Mary
56.868399,2012-12-20,218340595,130.0,Jack Reacher
56.81105600000001,2003-07-21,156505388,117.0,Lara Croft Tomb Raider: The Cradle of Life
56.805781,2016-01-21,94073028,102.0,Dirty Grandpa
56.763490000000004,2003-01-01,14980005,120.0,Oldboy
56.758410999999995,2008-07-01,624029371,92.0,Hancock
56.747978,2016-01-23,521170825,95.0,Kung Fu Panda 3
56.523205000000004,2013-07-11,407602906,131.0,Pacific Rim
56.488027,1998-06-04,264118201,103.0,The Truman Show
56.481487,2004-03-19,72258126,108.0,Eternal Sunshine of the Spotless Mind
56.30466,2014-10-24,103590271,89.0,Ouija
56.268916000000004,2016-05-25,299370084,113.0,Alice Through the Looking Glass
56.257411,2012-09-20,358375603,91.0,Hotel Transylvania
56.257249,2016-02-25,150680864,127.0,Gods of Egypt
56.105798,1982-04-03,792910554,115.0,E.T. the Extra-Terrestrial
55.964605000000006,2013-07-18,46089287,109.0,The World's End
55.806402,2009-08-19,48428063,79.0,9
55.659988,2002-06-21,145771527,85.0,Lilo & Stitch
55.458583999999995,1989-06-02,235860116,129.0,Dead Poets Society
55.424027,2015-09-17,84025816,121.0,Sicario
55.249433999999994,1997-07-11,171120329,150.0,Contact
55.109138,2004-06-25,115603229,123.0,The Notebook
54.931334,2000-05-24,546388105,123.0,Mission: Impossible II
54.884297,1993-08-06,368875760,130.0,The Fugitive
54.814890000000005,2014-03-13,203277636,130.0,Need for Speed
54.550275,1999-03-30,53478166,97.0,10 Things I Hate About You
54.40303299999999,2013-05-31,89328627,86.0,The Purge
54.159392000000004,2002-11-17,431971116,133.0,Die Another Day
54.053576,2010-09-06,414211549,118.0,The King's Speech
54.035265,1999-05-19,924317558,136.0,Star Wars: Episode I - The Phantom Menace
53.978602,2008-05-15,419651413,150.0,The Chronicles of Narnia: Prince Caspian
53.905592000000006,2005-07-13,474968763,115.0,Charlie and the Chocolate Factory
53.811461,2014-08-11,66980456,94.0,The Giver
53.73289200000001,2012-08-08,312573423,103.0,The Expendables 2
53.727146,2016-06-29,118587880,105.0,The Purge: Election Year
53.698682999999996,2016-03-10,108286421,103.0,10 Cloverfield Lane
53.682367000000006,2013-12-18,47351251,126.0,Her
53.670525,2015-10-09,34441873,122.0,Steve Jobs
53.645267000000004,2007-11-08,171600000,122.0,No Country for Old Men
53.595686,2000-09-01,83557872,103.0,Snatch
53.213931,2004-07-23,288500217,108.0,The Bourne Supremacy
53.161905000000004,2016-06-02,207945075,110.0,Me Before You
53.114573,2015-09-24,194564672,121.0,The Intern
53.090422,2008-07-10,101702060,93.0,Journey to the Center of the Earth
53.043124,2002-03-29,196397415,111.0,Panic Room
53.02786999999999,2013-01-17,224803475,88.0,Hansel & Gretel: Witch Hunters
52.995628,2000-06-09,237202299,118.0,Gone in Sixty Seconds
52.792678,2006-12-07,170877916,143.0,Blood Diamond
52.786917,2013-10-10,95000000,134.0,Captain Phillips
52.744331,1993-02-11,70906973,101.0,Groundhog Day
52.731379000000004,1982-06-25,19629760,109.0,The Thing
52.612025,2015-10-21,146936910,106.0,The Last Witch Hunter
52.571674,2009-03-11,136267476,102.0,17 Again
52.464877,2010-11-05,35692920,94.0,127 Hours
52.45650500000001,1977-11-16,303788635,135.0,Close Encounters of the Third Kind
52.417528999999995,2015-01-21,30418560,106.0,Mortdecai
52.380982,2014-06-05,188441614,112.0,22 Jump Street
52.341226,2003-12-05,456758981,154.0,The Last Samurai
52.081131,2001-10-05,104876233,122.0,Training Day
52.035179,2012-05-23,624026776,106.0,Men in Black 3
51.970905,2007-03-02,84785914,157.0,Zodiac
51.927471000000004,2009-01-22,91353501,92.0,Underworld: Rise of the Lycans
51.915025,2011-09-09,23057115,140.0,Warrior
51.881077000000005,1995-05-19,366101666,128.0,Die Hard: With a Vengeance
51.872839,2011-06-16,219851172,114.0,Green Lantern
51.742065000000004,2005-01-15,104478416,109.0,The Hitchhiker's Guide to the Galaxy
51.692953,2015-11-14,331926147,93.0,The Good Dinosaur
51.548589,2001-06-02,186053725,95.0,Atlantis: The Lost Empire
51.535701,2016-06-02,334901337,129.0,Now You See Me 2
51.502884,2007-04-05,32017803,107.0,Sunshine
51.469576,1996-06-06,335062621,136.0,The Rock
51.328145,2012-11-20,609016565,127.0,Life of Pi
51.247321,2011-05-25,665692281,91.0,Kung Fu Panda 2
51.188633,2001-07-25,362211740,119.0,Planet of the Apes
51.146046999999996,2009-02-05,124596398,100.0,Coraline
51.113717,2000-12-09,169327687,78.0,The Emperor's New Groove
51.109279,1986-08-22,52287414,89.0,Stand by Me
50.767332,2015-11-20,93820758,122.0,In the Heart of the Sea
50.7453,2008-12-09,269958228,116.0,Gran Torino
50.670253,2008-04-17,105173115,111.0,Forgetting Sarah Marshall
50.622607,2004-04-16,152159461,136.0,Kill Bill: Vol. 2
50.587540999999995,2002-09-24,120072577,150.0,The Pianist
50.561849,2014-02-18,117831631,105.0,Pompeii
50.319662,2016-02-19,40423945,92.0,The Witch
50.309843,2011-07-08,117000000,98.0,Horrible Bosses
50.306728,2012-05-08,245527149,113.0,Dark Shadows
50.179171000000004,2016-05-04,108758521,91.0,Neighbors 2: Sorority Rising
50.163785,1994-11-11,223664608,123.0,Interview with the Vampire
50.152327,1975-06-18,470654000,124.0,Jaws
50.073575,1997-06-20,238207122,125.0,Batman & Robin
50.009408,1987-06-11,98235548,107.0,Predator
49.98659,2011-06-11,559852396,106.0,Cars 2
49.975409,2013-07-18,318000141,112.0,The Conjuring
49.973462,1979-08-15,89460381,153.0,Apocalypse Now
49.808505,2014-10-09,0,110.0,Automata
49.802914,1986-12-18,138530565,120.0,Platoon
49.664128000000005,2013-12-12,251171807,138.0,American Hustle
49.661984000000004,2010-08-13,415686217,113.0,The Chronicles of Narnia: The Voyage of the Dawn Treader
49.660055,2004-12-08,128905366,123.0,Blade: Trinity
49.593978,2009-10-15,126690726,109.0,Law Abiding Citizen
49.549984,2004-11-19,234710455,119.0,Howl's Moving Castle
49.526736,1994-06-09,350448145,116.0,Speed
49.517264000000004,2012-09-20,48126384,109.0,End of Watch
49.510658,1988-12-11,412800000,133.0,Rain Man
